2020-08-04 00:18:27,875 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=612, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13379)>, <Logger server (DEBUG)>), {}
2020-08-04 00:18:27,875 INFO     [server] <- Received message from ('127.0.0.1', 13379): {'action': 'presence', 'time': 1596489507, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:18:27,876 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596489507, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:18:27,892 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 21560)>, {'action': 'presence', 'time': 1596489507, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=612, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13379)>), {}
2020-08-04 00:18:27,893 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596489507, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:18:27,893 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:18:27,893 DEBUG    [server] Formed response: {'response': 200, 'time': 1596489507, 'alert': 'OK'}
2020-08-04 00:18:27,894 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596489507, 'alert': 'OK'}, <socket.socket fd=612, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13379)>, <Logger server (DEBUG)>), {}
2020-08-04 00:18:27,894 INFO     [server] -> Sent message to ('127.0.0.1', 13379): {'response': 200, 'time': 1596489507, 'alert': 'OK'}
2020-08-04 00:18:27,894 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 13379)
2020-08-04 00:18:28,095 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=612, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13379)>, <Logger server (DEBUG)>), {}
2020-08-04 00:18:28,095 INFO     [server] <- Received message from ('127.0.0.1', 13379): {'action': 'get_contacts', 'time': 1596489507, 'user_login': 'user0'}
2020-08-04 00:18:28,097 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 21560)>, <socket.socket fd=612, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13379)>), {}
2020-08-04 00:18:28,105 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596489508, 'alert': ['user1']}, <socket.socket fd=612, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13379)>, <Logger server (DEBUG)>), {}
2020-08-04 00:18:28,105 INFO     [server] -> Sent message to ('127.0.0.1', 13379): {'response': 202, 'time': 1596489508, 'alert': ['user1']}
2020-08-04 00:18:54,204 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=612, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13379)>, <Logger server (DEBUG)>), {}
2020-08-04 00:18:54,204 INFO     [server] <- Received message from ('127.0.0.1', 13379): {'action': 'add_contact', 'time': 1596489534, 'user_login': 'user0', 'user_id': 'user1'}
2020-08-04 00:19:47,112 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 00:19:47,112 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 00:19:47,152 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 00:19:49,549 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=688, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13417)>, <Logger server (DEBUG)>), {}
2020-08-04 00:19:49,549 INFO     [server] <- Received message from ('127.0.0.1', 13417): {'action': 'presence', 'time': 1596489589, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:19:49,550 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596489589, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:19:49,569 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 11836)>, {'action': 'presence', 'time': 1596489589, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=688, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13417)>), {}
2020-08-04 00:19:49,569 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596489589, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:19:49,570 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:19:49,570 DEBUG    [server] Formed response: {'response': 200, 'time': 1596489589, 'alert': 'OK'}
2020-08-04 00:19:49,570 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596489589, 'alert': 'OK'}, <socket.socket fd=688, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13417)>, <Logger server (DEBUG)>), {}
2020-08-04 00:19:49,570 INFO     [server] -> Sent message to ('127.0.0.1', 13417): {'response': 200, 'time': 1596489589, 'alert': 'OK'}
2020-08-04 00:19:49,570 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 13417)
2020-08-04 00:19:49,771 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=688, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13417)>, <Logger server (DEBUG)>), {}
2020-08-04 00:19:49,771 INFO     [server] <- Received message from ('127.0.0.1', 13417): {'action': 'get_contacts', 'time': 1596489589, 'user_login': 'user0'}
2020-08-04 00:19:49,772 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 11836)>, <socket.socket fd=688, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13417)>), {}
2020-08-04 00:19:49,776 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596489589, 'alert': ['user1']}, <socket.socket fd=688, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13417)>, <Logger server (DEBUG)>), {}
2020-08-04 00:19:49,776 INFO     [server] -> Sent message to ('127.0.0.1', 13417): {'response': 202, 'time': 1596489589, 'alert': ['user1']}
2020-08-04 00:19:57,192 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=688, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13417)>, <Logger server (DEBUG)>), {}
2020-08-04 00:19:57,193 INFO     [server] <- Received message from ('127.0.0.1', 13417): {'action': 'add_contact', 'time': 1596489597, 'user_login': 'user0', 'user_id': 'user1'}
2020-08-04 00:19:57,197 DEBUG    [server] function "form_response" called from "read_requests", params = (), {'code': 404}
2020-08-04 00:19:57,197 DEBUG    [server] Formed response: {'response': 404, 'time': 1596489597, 'error': 'User or chat doesn`t exist'}
2020-08-04 00:19:57,198 DEBUG    [server] function "send_message" called from "read_requests", params = (<socket.socket fd=688, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13417)>, {'response': 404, 'time': 1596489597, 'error': 'User or chat doesn`t exist'}), {}
2020-08-04 00:19:57,198 INFO     [server] Connection with ('127.0.0.1', 13417) was reset
2020-08-04 00:21:38,001 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13468)>, <Logger server (DEBUG)>), {}
2020-08-04 00:21:38,002 INFO     [server] <- Received message from ('127.0.0.1', 13468): {'action': 'presence', 'time': 1596489698, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:21:38,003 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596489698, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:21:38,023 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 11836)>, {'action': 'presence', 'time': 1596489698, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13468)>), {}
2020-08-04 00:21:38,023 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596489698, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:21:38,024 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:21:38,024 DEBUG    [server] Formed response: {'response': 200, 'time': 1596489698, 'alert': 'OK'}
2020-08-04 00:21:38,024 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596489698, 'alert': 'OK'}, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13468)>, <Logger server (DEBUG)>), {}
2020-08-04 00:21:38,025 INFO     [server] -> Sent message to ('127.0.0.1', 13468): {'response': 200, 'time': 1596489698, 'alert': 'OK'}
2020-08-04 00:21:38,025 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 13468)
2020-08-04 00:21:38,228 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13468)>, <Logger server (DEBUG)>), {}
2020-08-04 00:21:38,228 INFO     [server] <- Received message from ('127.0.0.1', 13468): {'action': 'get_contacts', 'time': 1596489698, 'user_login': 'user0'}
2020-08-04 00:21:38,229 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 11836)>, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13468)>), {}
2020-08-04 00:21:38,232 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596489698, 'alert': ['user1']}, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13468)>, <Logger server (DEBUG)>), {}
2020-08-04 00:21:38,232 INFO     [server] -> Sent message to ('127.0.0.1', 13468): {'response': 202, 'time': 1596489698, 'alert': ['user1']}
2020-08-04 00:21:42,844 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13468)>, <Logger server (DEBUG)>), {}
2020-08-04 00:21:42,844 INFO     [server] <- Received message from ('127.0.0.1', 13468): {'action': 'add_contact', 'time': 1596489702, 'user_login': 'user0', 'user_id': 'cli1'}
2020-08-04 00:21:42,863 DEBUG    [server] function "form_response" called from "read_requests", params = (), {'code': 200}
2020-08-04 00:21:42,863 DEBUG    [server] Formed response: {'response': 200, 'time': 1596489702, 'alert': 'OK'}
2020-08-04 00:21:42,864 DEBUG    [server] function "send_message" called from "read_requests", params = (<socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13468)>, {'response': 200, 'time': 1596489702, 'alert': 'OK'}), {}
2020-08-04 00:21:42,864 INFO     [server] Connection with ('127.0.0.1', 13468) was reset
2020-08-04 00:25:18,381 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13563)>, <Logger server (DEBUG)>), {}
2020-08-04 00:25:18,382 INFO     [server] <- Received message from ('127.0.0.1', 13563): {'action': 'presence', 'time': 1596489918, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:25:18,383 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596489918, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:25:18,398 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 11836)>, {'action': 'presence', 'time': 1596489918, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13563)>), {}
2020-08-04 00:25:18,399 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596489918, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:25:18,399 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:25:18,399 DEBUG    [server] Formed response: {'response': 200, 'time': 1596489918, 'alert': 'OK'}
2020-08-04 00:25:18,400 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596489918, 'alert': 'OK'}, <socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13563)>, <Logger server (DEBUG)>), {}
2020-08-04 00:25:18,400 INFO     [server] -> Sent message to ('127.0.0.1', 13563): {'response': 200, 'time': 1596489918, 'alert': 'OK'}
2020-08-04 00:25:18,400 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 13563)
2020-08-04 00:25:18,602 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13563)>, <Logger server (DEBUG)>), {}
2020-08-04 00:25:18,602 INFO     [server] <- Received message from ('127.0.0.1', 13563): {'action': 'get_contacts', 'time': 1596489918, 'user_login': 'user0'}
2020-08-04 00:25:18,603 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 11836)>, <socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13563)>), {}
2020-08-04 00:25:18,606 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596489918, 'alert': ['user1', 'cli1']}, <socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13563)>, <Logger server (DEBUG)>), {}
2020-08-04 00:25:18,607 INFO     [server] -> Sent message to ('127.0.0.1', 13563): {'response': 202, 'time': 1596489918, 'alert': ['user1', 'cli1']}
2020-08-04 00:25:27,830 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=692, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13563)>, <Logger server (DEBUG)>), {}
2020-08-04 00:25:27,830 ERROR    [server] Could not decode message: "{"action": "add_contact", "time": 1596489927, "user_login": "user0", "user_id": "cli2"}
{"action": "msg", "time": 1596489927, "to": "#test", "from": "user0", "message": "/add cli2"}
"
2020-08-04 00:25:27,831 ERROR    [server] function "receive_message" raised an exception "JSONDecodeError" ('Extra data: line 2 column 1 (char 88)',)
2020-08-04 00:25:27,831 INFO     [server] Connection with ('127.0.0.1', 13563) was reset
2020-08-04 00:27:00,519 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 00:27:00,519 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 00:27:00,555 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 00:27:02,800 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=732, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13618)>, <Logger server (DEBUG)>), {}
2020-08-04 00:27:02,801 INFO     [server] <- Received message from ('127.0.0.1', 13618): {'action': 'presence', 'time': 1596490022, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:27:02,802 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596490022, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:27:02,819 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 9476)>, {'action': 'presence', 'time': 1596490022, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=732, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13618)>), {}
2020-08-04 00:27:02,820 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596490022, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:27:02,821 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:27:02,821 DEBUG    [server] Formed response: {'response': 200, 'time': 1596490022, 'alert': 'OK'}
2020-08-04 00:27:02,821 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596490022, 'alert': 'OK'}, <socket.socket fd=732, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13618)>, <Logger server (DEBUG)>), {}
2020-08-04 00:27:02,821 INFO     [server] -> Sent message to ('127.0.0.1', 13618): {'response': 200, 'time': 1596490022, 'alert': 'OK'}
2020-08-04 00:27:02,821 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 13618)
2020-08-04 00:27:03,033 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=732, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13618)>, <Logger server (DEBUG)>), {}
2020-08-04 00:27:03,033 INFO     [server] <- Received message from ('127.0.0.1', 13618): {'action': 'get_contacts', 'time': 1596490022, 'user_login': 'user0'}
2020-08-04 00:27:03,034 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 9476)>, <socket.socket fd=732, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13618)>), {}
2020-08-04 00:27:03,041 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596490023, 'alert': ['user1', 'cli1']}, <socket.socket fd=732, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13618)>, <Logger server (DEBUG)>), {}
2020-08-04 00:27:03,041 INFO     [server] -> Sent message to ('127.0.0.1', 13618): {'response': 202, 'time': 1596490023, 'alert': ['user1', 'cli1']}
2020-08-04 00:27:08,657 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=732, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13618)>, <Logger server (DEBUG)>), {}
2020-08-04 00:27:08,658 INFO     [server] <- Received message from ('127.0.0.1', 13618): {'action': 'add_contact', 'time': 1596490028, 'user_login': 'user0', 'user_id': 'cli2'}
2020-08-04 00:27:08,673 DEBUG    [server] function "form_response" called from "read_requests", params = (), {'code': 200}
2020-08-04 00:27:08,673 DEBUG    [server] Formed response: {'response': 200, 'time': 1596490028, 'alert': 'OK'}
2020-08-04 00:27:08,673 DEBUG    [server] function "send_message" called from "read_requests", params = (<socket.socket fd=732, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13618)>, {'response': 200, 'time': 1596490028, 'alert': 'OK'}), {}
2020-08-04 00:27:08,674 INFO     [server] Connection with ('127.0.0.1', 13618) was reset
2020-08-04 00:28:45,168 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=676, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13664)>, <Logger server (DEBUG)>), {}
2020-08-04 00:28:45,169 INFO     [server] <- Received message from ('127.0.0.1', 13664): {'action': 'presence', 'time': 1596490125, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:28:45,169 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596490125, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:28:45,184 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 9476)>, {'action': 'presence', 'time': 1596490125, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=676, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13664)>), {}
2020-08-04 00:28:45,185 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596490125, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:28:45,185 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:28:45,185 DEBUG    [server] Formed response: {'response': 200, 'time': 1596490125, 'alert': 'OK'}
2020-08-04 00:28:45,186 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596490125, 'alert': 'OK'}, <socket.socket fd=676, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13664)>, <Logger server (DEBUG)>), {}
2020-08-04 00:28:45,186 INFO     [server] -> Sent message to ('127.0.0.1', 13664): {'response': 200, 'time': 1596490125, 'alert': 'OK'}
2020-08-04 00:28:45,186 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 13664)
2020-08-04 00:28:45,387 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=676, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13664)>, <Logger server (DEBUG)>), {}
2020-08-04 00:28:45,388 INFO     [server] <- Received message from ('127.0.0.1', 13664): {'action': 'get_contacts', 'time': 1596490125, 'user_login': 'user0'}
2020-08-04 00:28:45,388 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 9476)>, <socket.socket fd=676, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13664)>), {}
2020-08-04 00:28:45,391 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596490125, 'alert': ['user1', 'cli1', 'cli2']}, <socket.socket fd=676, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13664)>, <Logger server (DEBUG)>), {}
2020-08-04 00:28:45,391 INFO     [server] -> Sent message to ('127.0.0.1', 13664): {'response': 202, 'time': 1596490125, 'alert': ['user1', 'cli1', 'cli2']}
2020-08-04 00:28:51,808 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=676, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13664)>, <Logger server (DEBUG)>), {}
2020-08-04 00:28:51,809 INFO     [server] <- Received message from ('127.0.0.1', 13664): {'action': 'add_contact', 'time': 1596490131, 'user_login': 'user0', 'user_id': 'user1'}
2020-08-04 00:28:51,813 DEBUG    [server] function "form_response" called from "read_requests", params = (), {'code': 404}
2020-08-04 00:28:51,813 DEBUG    [server] Formed response: {'response': 404, 'time': 1596490131, 'error': 'User or chat doesn`t exist'}
2020-08-04 00:28:51,814 DEBUG    [server] function "send_message" called from "read_requests", params = (<socket.socket fd=676, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13664)>, {'response': 404, 'time': 1596490131, 'error': 'User or chat doesn`t exist'}), {}
2020-08-04 00:28:51,814 INFO     [server] Connection with ('127.0.0.1', 13664) was reset
2020-08-04 00:32:22,715 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 00:32:22,716 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 00:32:22,756 INFO     [server] Listening on "127.0.0.1":7777
2020-08-04 00:32:25,104 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=548, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13763)>, <Logger server (DEBUG)>), {}
2020-08-04 00:32:25,105 INFO     [server] <- Received message from ('127.0.0.1', 13763): {'action': 'presence', 'time': 1596490345, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:32:25,105 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596490345, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:32:25,119 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 22728)>, {'action': 'presence', 'time': 1596490345, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=548, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13763)>), {}
2020-08-04 00:32:25,120 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596490345, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:32:25,120 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:32:25,120 DEBUG    [server] Formed response: {'response': 200, 'time': 1596490345, 'alert': 'OK'}
