2020-08-04 00:32:25,121 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596490345, 'alert': 'OK'}, <socket.socket fd=548, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13763)>, <Logger server (DEBUG)>), {}
2020-08-04 00:32:25,121 INFO     [server] -> Sent message to ('127.0.0.1', 13763): {'response': 200, 'time': 1596490345, 'alert': 'OK'}
2020-08-04 00:32:25,121 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 13763)
2020-08-04 00:32:25,322 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=548, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13763)>, <Logger server (DEBUG)>), {}
2020-08-04 00:32:25,322 INFO     [server] <- Received message from ('127.0.0.1', 13763): {'action': 'get_contacts', 'time': 1596490345, 'user_login': 'user0'}
2020-08-04 00:32:25,323 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 22728)>, <socket.socket fd=548, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13763)>), {}
2020-08-04 00:32:25,326 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596490345, 'alert': ['user1', 'cli1', 'cli2']}, <socket.socket fd=548, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13763)>, <Logger server (DEBUG)>), {}
2020-08-04 00:32:25,326 INFO     [server] -> Sent message to ('127.0.0.1', 13763): {'response': 202, 'time': 1596490345, 'alert': ['user1', 'cli1', 'cli2']}
2020-08-04 00:32:30,537 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=548, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13763)>, <Logger server (DEBUG)>), {}
2020-08-04 00:32:30,537 INFO     [server] <- Received message from ('127.0.0.1', 13763): {'action': 'msg', 'time': 1596490350, 'to': '#test', 'from': 'user0', 'message': 'hello'}
2020-08-04 00:32:30,538 DEBUG    [server] function "send_message" called from "write_responses", params = ({'action': 'msg', 'time': 1596490350, 'to': '#test', 'from': 'user0', 'message': 'hello'}, <socket.socket fd=548, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13763)>, <Logger server (DEBUG)>), {}
2020-08-04 00:32:30,538 INFO     [server] -> Sent message to ('127.0.0.1', 13763): {'action': 'msg', 'time': 1596490350, 'to': '#test', 'from': 'user0', 'message': 'hello'}
2020-08-04 00:32:40,164 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=548, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13763)>, <Logger server (DEBUG)>), {}
2020-08-04 00:32:40,165 INFO     [server] <- Received message from ('127.0.0.1', 13763): {'action': 'del_contact', 'time': 1596490360, 'user_login': 'user0', 'user_id': 'user1'}
2020-08-04 00:32:40,176 DEBUG    [server] function "form_response" called from "read_requests", params = (), {'code': 200}
2020-08-04 00:32:40,176 DEBUG    [server] Formed response: {'response': 200, 'time': 1596490360, 'alert': 'OK'}
2020-08-04 00:32:40,177 DEBUG    [server] function "send_message" called from "read_requests", params = (<socket.socket fd=548, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13763)>, {'response': 200, 'time': 1596490360, 'alert': 'OK'}), {}
2020-08-04 00:32:40,177 INFO     [server] Connection with ('127.0.0.1', 13763) was reset
2020-08-04 00:37:48,817 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13915)>, <Logger server (DEBUG)>), {}
2020-08-04 00:37:48,818 INFO     [server] <- Received message from ('127.0.0.1', 13915): {'action': 'presence', 'time': 1596490668, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:37:48,819 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596490668, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:37:48,833 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 22728)>, {'action': 'presence', 'time': 1596490668, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13915)>), {}
2020-08-04 00:37:48,834 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596490668, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:37:48,834 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:37:48,834 DEBUG    [server] Formed response: {'response': 200, 'time': 1596490668, 'alert': 'OK'}
2020-08-04 00:37:48,835 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596490668, 'alert': 'OK'}, <socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13915)>, <Logger server (DEBUG)>), {}
2020-08-04 00:37:48,835 INFO     [server] -> Sent message to ('127.0.0.1', 13915): {'response': 200, 'time': 1596490668, 'alert': 'OK'}
2020-08-04 00:37:48,835 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 13915)
2020-08-04 00:37:49,046 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13915)>, <Logger server (DEBUG)>), {}
2020-08-04 00:37:49,046 INFO     [server] <- Received message from ('127.0.0.1', 13915): {'action': 'get_contacts', 'time': 1596490668, 'user_login': 'user0'}
2020-08-04 00:37:49,047 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 22728)>, <socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13915)>), {}
2020-08-04 00:37:49,050 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596490669, 'alert': ['cli1', 'cli2']}, <socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13915)>, <Logger server (DEBUG)>), {}
2020-08-04 00:37:49,050 INFO     [server] -> Sent message to ('127.0.0.1', 13915): {'response': 202, 'time': 1596490669, 'alert': ['cli1', 'cli2']}
2020-08-04 00:37:52,657 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13915)>, <Logger server (DEBUG)>), {}
2020-08-04 00:37:52,657 INFO     [server] <- Received message from ('127.0.0.1', 13915): {'action': 'del_contact', 'time': 1596490672, 'user_login': 'user0', 'user_id': 'cli1'}
2020-08-04 00:37:52,672 DEBUG    [server] function "form_response" called from "read_requests", params = (), {'code': 200}
2020-08-04 00:37:52,672 DEBUG    [server] Formed response: {'response': 200, 'time': 1596490672, 'alert': 'OK'}
2020-08-04 00:37:52,672 DEBUG    [server] function "send_message" called from "read_requests", params = (<socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13915)>, {'response': 200, 'time': 1596490672, 'alert': 'OK'}), {}
2020-08-04 00:37:52,673 INFO     [server] Connection with ('127.0.0.1', 13915) was reset
2020-08-04 00:39:36,170 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13968)>, <Logger server (DEBUG)>), {}
2020-08-04 00:39:36,172 INFO     [server] <- Received message from ('127.0.0.1', 13968): {'action': 'presence', 'time': 1596490776, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:39:36,172 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596490776, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:39:36,185 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 22728)>, {'action': 'presence', 'time': 1596490776, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13968)>), {}
2020-08-04 00:39:36,186 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596490776, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:39:36,186 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:39:36,186 DEBUG    [server] Formed response: {'response': 200, 'time': 1596490776, 'alert': 'OK'}
2020-08-04 00:39:36,187 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596490776, 'alert': 'OK'}, <socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13968)>, <Logger server (DEBUG)>), {}
2020-08-04 00:39:36,187 INFO     [server] -> Sent message to ('127.0.0.1', 13968): {'response': 200, 'time': 1596490776, 'alert': 'OK'}
2020-08-04 00:39:36,187 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 13968)
2020-08-04 00:39:36,388 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13968)>, <Logger server (DEBUG)>), {}
2020-08-04 00:39:36,388 INFO     [server] <- Received message from ('127.0.0.1', 13968): {'action': 'get_contacts', 'time': 1596490776, 'user_login': 'user0'}
2020-08-04 00:39:36,389 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 22728)>, <socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13968)>), {}
2020-08-04 00:39:36,392 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596490776, 'alert': ['cli2']}, <socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13968)>, <Logger server (DEBUG)>), {}
2020-08-04 00:39:36,392 INFO     [server] -> Sent message to ('127.0.0.1', 13968): {'response': 202, 'time': 1596490776, 'alert': ['cli2']}
2020-08-04 00:39:50,023 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13968)>, <Logger server (DEBUG)>), {}
2020-08-04 00:39:50,023 INFO     [server] <- Received message from ('127.0.0.1', 13968): {'action': 'add_contact', 'time': 1596490789, 'user_login': 'user0', 'user_id': 'cli1'}
2020-08-04 00:39:50,045 DEBUG    [server] function "form_response" called from "read_requests", params = (), {'code': 200}
2020-08-04 00:39:50,045 DEBUG    [server] Formed response: {'response': 200, 'time': 1596490790, 'alert': 'OK'}
2020-08-04 00:39:50,046 DEBUG    [server] function "send_message" called from "read_requests", params = (<socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 13968)>, {'response': 200, 'time': 1596490790, 'alert': 'OK'}), {}
2020-08-04 00:39:50,046 INFO     [server] Connection with ('127.0.0.1', 13968) was reset
2020-08-04 00:41:53,223 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14032)>, <Logger server (DEBUG)>), {}
2020-08-04 00:41:53,225 INFO     [server] <- Received message from ('127.0.0.1', 14032): {'action': 'presence', 'time': 1596490913, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:41:53,226 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596490913, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:41:53,239 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 22728)>, {'action': 'presence', 'time': 1596490913, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14032)>), {}
2020-08-04 00:41:53,239 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596490913, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:41:53,240 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:41:53,240 DEBUG    [server] Formed response: {'response': 200, 'time': 1596490913, 'alert': 'OK'}
2020-08-04 00:41:53,240 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596490913, 'alert': 'OK'}, <socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14032)>, <Logger server (DEBUG)>), {}
2020-08-04 00:41:53,240 INFO     [server] -> Sent message to ('127.0.0.1', 14032): {'response': 200, 'time': 1596490913, 'alert': 'OK'}
2020-08-04 00:41:53,240 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 14032)
2020-08-04 00:41:53,441 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14032)>, <Logger server (DEBUG)>), {}
2020-08-04 00:41:53,441 INFO     [server] <- Received message from ('127.0.0.1', 14032): {'action': 'get_contacts', 'time': 1596490913, 'user_login': 'user0'}
2020-08-04 00:41:53,442 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 22728)>, <socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14032)>), {}
2020-08-04 00:41:53,445 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596490913, 'alert': ['cli1', 'cli2']}, <socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14032)>, <Logger server (DEBUG)>), {}
2020-08-04 00:41:53,445 INFO     [server] -> Sent message to ('127.0.0.1', 14032): {'response': 202, 'time': 1596490913, 'alert': ['cli1', 'cli2']}
2020-08-04 00:42:31,139 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14032)>, <Logger server (DEBUG)>), {}
2020-08-04 00:42:31,139 INFO     [server] <- Received message from ('127.0.0.1', 14032): {'action': 'msg', 'time': 1596490950, 'to': '#test', 'from': 'user0', 'message': 'hello'}
2020-08-04 00:42:31,140 DEBUG    [server] function "send_message" called from "write_responses", params = ({'action': 'msg', 'time': 1596490950, 'to': '#test', 'from': 'user0', 'message': 'hello'}, <socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14032)>, <Logger server (DEBUG)>), {}
2020-08-04 00:42:31,140 INFO     [server] -> Sent message to ('127.0.0.1', 14032): {'action': 'msg', 'time': 1596490950, 'to': '#test', 'from': 'user0', 'message': 'hello'}
2020-08-04 00:42:53,793 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14032)>, <Logger server (DEBUG)>), {}
2020-08-04 00:42:53,793 INFO     [server] <- Received message from ('127.0.0.1', 14032): {'action': 'add_contact', 'time': 1596490973, 'user_login': 'user0', 'user_id': 'user1'}
2020-08-04 00:42:53,811 DEBUG    [server] function "form_response" called from "read_requests", params = (), {'code': 200}
2020-08-04 00:42:53,811 DEBUG    [server] Formed response: {'response': 200, 'time': 1596490973, 'alert': 'OK'}
2020-08-04 00:42:53,812 DEBUG    [server] function "send_message" called from "read_requests", params = (<socket.socket fd=640, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14032)>, {'response': 200, 'time': 1596490973, 'alert': 'OK'}), {}
2020-08-04 00:42:53,812 INFO     [server] Connection with ('127.0.0.1', 14032) was reset
2020-08-04 00:45:09,349 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14117)>, <Logger server (DEBUG)>), {}
2020-08-04 00:45:09,350 INFO     [server] <- Received message from ('127.0.0.1', 14117): {'action': 'presence', 'time': 1596491109, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:45:09,350 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596491109, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:45:09,364 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 22728)>, {'action': 'presence', 'time': 1596491109, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14117)>), {}
2020-08-04 00:45:09,364 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596491109, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:45:09,365 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:45:09,365 DEBUG    [server] Formed response: {'response': 200, 'time': 1596491109, 'alert': 'OK'}
2020-08-04 00:45:09,365 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596491109, 'alert': 'OK'}, <socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14117)>, <Logger server (DEBUG)>), {}
2020-08-04 00:45:09,365 INFO     [server] -> Sent message to ('127.0.0.1', 14117): {'response': 200, 'time': 1596491109, 'alert': 'OK'}
2020-08-04 00:45:09,365 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 14117)
2020-08-04 00:45:09,566 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14117)>, <Logger server (DEBUG)>), {}
2020-08-04 00:45:09,566 INFO     [server] <- Received message from ('127.0.0.1', 14117): {'action': 'get_contacts', 'time': 1596491109, 'user_login': 'user0'}
2020-08-04 00:45:09,567 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 22728)>, <socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14117)>), {}
2020-08-04 00:45:09,570 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596491109, 'alert': ['user1', 'cli1', 'cli2']}, <socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14117)>, <Logger server (DEBUG)>), {}
2020-08-04 00:45:09,570 INFO     [server] -> Sent message to ('127.0.0.1', 14117): {'response': 202, 'time': 1596491109, 'alert': ['user1', 'cli1', 'cli2']}
2020-08-04 00:45:12,178 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14117)>, <Logger server (DEBUG)>), {}
2020-08-04 00:45:12,179 INFO     [server] <- Received message from ('127.0.0.1', 14117): {'action': 'msg', 'time': 1596491112, 'to': '#test', 'from': 'user0', 'message': 'heloo'}
2020-08-04 00:45:12,179 DEBUG    [server] function "send_message" called from "write_responses", params = ({'action': 'msg', 'time': 1596491112, 'to': '#test', 'from': 'user0', 'message': 'heloo'}, <socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14117)>, <Logger server (DEBUG)>), {}
2020-08-04 00:45:12,180 INFO     [server] -> Sent message to ('127.0.0.1', 14117): {'action': 'msg', 'time': 1596491112, 'to': '#test', 'from': 'user0', 'message': 'heloo'}
2020-08-04 00:45:15,789 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14117)>, <Logger server (DEBUG)>), {}
2020-08-04 00:45:15,790 INFO     [server] <- Received message from ('127.0.0.1', 14117): {'action': 'msg', 'time': 1596491115, 'to': '#test', 'from': 'user0', 'message': 'what de heck'}
2020-08-04 00:45:15,790 DEBUG    [server] function "send_message" called from "write_responses", params = ({'action': 'msg', 'time': 1596491115, 'to': '#test', 'from': 'user0', 'message': 'what de heck'}, <socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14117)>, <Logger server (DEBUG)>), {}
2020-08-04 00:45:15,791 INFO     [server] -> Sent message to ('127.0.0.1', 14117): {'action': 'msg', 'time': 1596491115, 'to': '#test', 'from': 'user0', 'message': 'what de heck'}
2020-08-04 00:48:28,384 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=584, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14117)>, <Logger server (DEBUG)>), {}
2020-08-04 00:48:28,384 ERROR    [server] function "receive_message" raised an exception "ConnectionResetError" (10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None)
2020-08-04 00:48:28,385 INFO     [server] Connection with ('127.0.0.1', 14117) was reset
2020-08-04 00:48:28,877 DEBUG    [server] function "receive_message" called from "run", params = (<socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14202)>, <Logger server (DEBUG)>), {}
2020-08-04 00:48:28,877 INFO     [server] <- Received message from ('127.0.0.1', 14202): {'action': 'presence', 'time': 1596491308, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}
2020-08-04 00:48:28,878 DEBUG    [server] function "check_presence" called from "run", params = ({'action': 'presence', 'time': 1596491308, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:48:28,893 DEBUG    [server] function "send_response" called from "run", params = (<Server(Thread-1, started daemon 22728)>, {'action': 'presence', 'time': 1596491308, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}}, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14202)>), {}
2020-08-04 00:48:28,893 DEBUG    [server] function "process_action" called from "send_response", params = ({'action': 'presence', 'time': 1596491308, 'type': 'status', 'user': {'account_name': 'user0', 'status': 'online'}},), {}
2020-08-04 00:48:28,894 DEBUG    [server] function "form_response" called from "send_response", params = (200,), {}
2020-08-04 00:48:28,894 DEBUG    [server] Formed response: {'response': 200, 'time': 1596491308, 'alert': 'OK'}
2020-08-04 00:48:28,894 DEBUG    [server] function "send_message" called from "send_response", params = ({'response': 200, 'time': 1596491308, 'alert': 'OK'}, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14202)>, <Logger server (DEBUG)>), {}
2020-08-04 00:48:28,895 INFO     [server] -> Sent message to ('127.0.0.1', 14202): {'response': 200, 'time': 1596491308, 'alert': 'OK'}
2020-08-04 00:48:28,895 INFO     [server] New CLIENT: "user0" from ('127.0.0.1', 14202)
2020-08-04 00:48:29,112 DEBUG    [server] function "receive_message" called from "read_requests", params = (<socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14202)>, <Logger server (DEBUG)>), {}
2020-08-04 00:48:29,112 INFO     [server] <- Received message from ('127.0.0.1', 14202): {'action': 'get_contacts', 'time': 1596491308, 'user_login': 'user0'}
2020-08-04 00:48:29,112 DEBUG    [server] function "send_contacts" called from "read_requests", params = (<Server(Thread-1, started daemon 22728)>, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14202)>), {}
2020-08-04 00:48:29,115 DEBUG    [server] function "send_message" called from "send_contacts", params = ({'response': 202, 'time': 1596491309, 'alert': ['user1', 'cli1', 'cli2']}, <socket.socket fd=760, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=0, laddr=('127.0.0.1', 7777), raddr=('127.0.0.1', 14202)>, <Logger server (DEBUG)>), {}
2020-08-04 00:48:29,116 INFO     [server] -> Sent message to ('127.0.0.1', 14202): {'response': 202, 'time': 1596491309, 'alert': ['user1', 'cli1', 'cli2']}
2020-08-04 00:48:34,060 DEBUG    [server] function "check_settings" called from "<module>", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 00:48:34,060 DEBUG    [server] function "parse_cli_flags" called from "check_settings", params = (['-a', '127.0.0.1', '-p', '7777'],), {}
2020-08-04 00:48:34,099 INFO     [server] Listening on "127.0.0.1":7777
